,AddressInfo.Longitude,AddressInfo.Latitude,AddressInfo.Title
364,5.4910909,51.5243917,Rooijseweg
365,6.621509916866216,52.41508160721338,Koningsweg 26
366,4.515953744973444,52.059905953834345,Dadelgaarde 28
367,4.512890914411173,52.05951900533063,Gaardedreef 45
368,5.208350056368886,51.58392882792006,15 Maaslandstraat
369,5.331636984511761,51.91202628008102,Onderdreef 1A
370,4.338029529359346,51.981313294692,Sowetostraat 2
371,5.968128500752073,51.99904825178032,Enkplein 2
372,4.539799144399467,52.061878017790576,Schuddebeursstraat
373,3.894598537953584,51.483224893636816,Agri SnelTank
374,4.860980473843256,52.34361035307606,Argonautenstraat 19
375,4.760675819920607,52.628374784191664,Oudorperdijkje
376,6.526537179599018,53.19893376495949,Fivelgolaan
377,4.875402153081495,52.34096167103056,Strawinskylaan
378,4.296741264116008,52.10143220497022,LastMileSolutions Charging Station
379,5.333276,51.720357,'S-Hertogenbosch Supercharger
380,4.610817588895998,52.45791653907861,Scheldestraat 2
381,6.52447,52.9929,Assen Supercharger
382,6.360814324598891,52.00997492699278,Escher EV
383,4.255977912920798,52.06545893864143,Sterappelstraat 
384,5.978757452000309,51.32471915103631,Doctor Ariënsstraat
385,4.92548384979523,51.5840855763044,Stationsplein
386,4.926538867494173,51.57804198587354,Ericssonstraat 2 Rijen
387,5.122193865356394,52.04992463230403,Fastned Ravensewetering
388,5.068244565118107,52.01765429656405,Fastned Jutphaas
389,6.021093,51.959482,Duiven Supercharger
390,5.140926,52.308658,Naarden Supercharger
391,4.91985313736404,51.588294822554,Marijkestraat
392,5.219076,51.889319,Heerlijkheid Mariënwaerdt
393,5.084432053024898,52.32206897417765,Fastned De Hackelaar
394,6.86353579627712,52.2104000019586,Winkelcentrum Stadsveld
395,5.08371539338782,52.1464286185232,SpaSereen
396,5.98544993956125,51.3800057287701,IONITY Sevenum
397,5.12237807136125,52.0142658986678,Fastned De Knoest
398,5.605242981731408,51.9239521236228,Fastned Varakker
399,5.07525043679334,51.56232666590884,Fastned Jan Heijnsstraat (AH)
400,5.461559592664003,52.049899909363546,Fastned Bloemheuvel
401,6.021034570977008,53.032415688134506,Fastned De Vonken
402,4.685957607546129,52.25826430677844,Fastned Den Ruygen Hoek-Oost
403,5.425004709194127,52.43605394334023,Fastned Aalscholver
404,5.422989,52.432869,Fastned Lepelaar
405,5.077603571033933,52.3198822293468,Fastned Honswijck
406,4.4598305447498205,51.86262339782925,Fastned Portland
407,5.759275406583583,52.784365011052245,Fastned Wellerzand
408,5.742336890672164,52.81846462942028,Fastned Lemsterhop
409,5.892364,51.96467,GelreDome
410,4.53054657308508,51.5476316753116,Fastned Mastpolder
411,4.529013372128929,51.54878251803402,Fastned Hoezaar
412,4.39111172879348,52.0552053241585,Fastned Prinses Máximaplein
413,4.620992950949812,51.83475015088521,Fastned Sandelingen-Oost
414,4.392855,51.983412,Fastned Vrijenban
415,4.743250363658831,51.497864494311045,Fastned Hazeldonk-Oost
416,4.741014481944831,51.50006170367081,Fastned Hazeldonk-West
417,5.190784931576445,51.847476442050805,Fastned Molenkamp
418,5.191414900292784,51.849068597836464,Fastned Eigenblok
419,5.603319459536806,51.92159655110726,Fastned Overbroek
420,4.657570000495866,51.69068858287895,Fastned Streepland
421,4.182257291199221,51.87017118353936,Fastned Tussenhoek
422,4.180432122666616,51.870605301019566,Fastned Coosenhoek
423,6.933631737604628,53.18090611485101,Fastned Meedenertol
424,6.931017642004235,53.182019030339205,Fastned Roode Til
425,6.020059502517029,53.02930206042643,Fastned De Walden
426,4.333990347882718,52.07904494794499,Fastned Beatrixkwartier
427,4.957308495860389,52.545986435998685,Fastned Middelsloot
428,4.2952009,51.4950874,Hotel Old Dutch Bergen Op Zoom
429,6.3540541,52.5110807,Herberg de Klomp
430,4.535351,52.386701,Qurios Zandvoort
431,3.89869,51.396404,Comfortcamping Scheldeoord
432,4.1007135315233,51.7488403179767,Reginahof
433,5.80206636530647,51.8312595701483,EVB-P1607208
434,5.803722694323596,51.82525258085269,McDonald's Nijmegen Noviu.
435,5.71568012375474,52.5243266699086,Het Diep
436,5.03528223213107,52.0814474144259,Nyeveltstraat 1
437,3.4964692403269737,51.4003321647688,Beach car park
438,4.49590898462804,52.0767138401761,Vletkade parkeerplaats
439,5.630548,53.448264,Qurios Ameland
440,6.38593530149933,53.166317526302,Tolberterstraat
441,3.55077481928902,51.5556883118205,Landmetersweg
442,5.30194795798479,52.2052588069986,Het Galjoen 33
443,5.03730420790919,52.0115731486211,Merkelbachlaan
444,5.10280388270178,52.1082026963618,Morelstraat
445,5.02145534255908,52.8573098519762,Fastned Hoge Kwel
446,5.85208276981928,51.820270055047,Sint Jacobslaan
447,6.742062,52.21132,Wapen Van Beckum
448,5.00136550966624,52.353330135339,Maria Austriastraat 722
449,5.00557549269763,52.352441194956,Pieter Oosterhuisstraat 9
450,5.0017806,52.3514132,Nuon NL
451,6.51487359169641,53.2406007677666,Allego charger kleiwerd
452,4.54932,52.160832,Leiderdorp Supercharger
453,5.865473,52.010383,Landgoed Hotel & Restaurant Groot Warnsborn
454,4.678,51.6626,Fastned Den Hoek
455,5.002262,51.577526,Lidl - Tilburg
456,4.817797,52.460983,Lidl - Zaandam
457,4.5438,52.268231,Keukenhof
458,5.794169,53.172172,Lidl Leeuwarden
459,5.62064976959232,52.3405957234005,Stationslaan
